"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30020","TC-REG-003 - missing email shows validation error","Mobile Chrome","Thu Dec 11 19:00:03 UTC 2025","broken","Thu Dec 11 19:00:33 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","713","TC-API-001: User Registration - POST /users/register","webkit","Thu Dec 11 18:39:04 UTC 2025","passed","Thu Dec 11 18:39:05 UTC 2025","API Tests","api.spec.ts","",""
"","1593","TC-LOG-010 - navigate to Registration page","firefox","Thu Dec 11 18:38:12 UTC 2025","passed","Thu Dec 11 18:38:13 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","30024","TC-REG-008 - password missing uppercase shows validation error","Mobile Chrome","Thu Dec 11 19:07:46 UTC 2025","broken","Thu Dec 11 19:08:16 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","449","Scenario B: Filter products by price range","firefox","Thu Dec 11 18:36:47 UTC 2025","passed","Thu Dec 11 18:36:48 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","1335","TC-REG-006 - password too short shows validation error","chromium","Thu Dec 11 18:36:32 UTC 2025","passed","Thu Dec 11 18:36:34 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","2161","TC-LOG-004 - login with non-registered email shows error","firefox","Thu Dec 11 18:38:03 UTC 2025","passed","Thu Dec 11 18:38:05 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","431","Scenario A: Sort products by price descending","webkit","Thu Dec 11 18:39:06 UTC 2025","passed","Thu Dec 11 18:39:07 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","30022","TC-LOG-001 - successful login with valid credentials","Mobile Chrome","Thu Dec 11 18:42:25 UTC 2025","broken","Thu Dec 11 18:42:55 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1511","TC-REG-004 - invalid email without ""@"" shows validation error","Mobile Safari","Thu Dec 11 19:15:54 UTC 2025","passed","Thu Dec 11 19:15:55 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","8841","TC-LOG-002 - login with email case insensitivity","firefox","Thu Dec 11 18:37:47 UTC 2025","failed","Thu Dec 11 18:37:56 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","6545","TC-REG-005 - invalid email without domain shows validation error","Mobile Safari","Thu Dec 11 19:16:13 UTC 2025","failed","Thu Dec 11 19:16:19 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1276","TC-REG-004 - invalid email without ""@"" shows validation error","firefox","Thu Dec 11 18:38:19 UTC 2025","passed","Thu Dec 11 18:38:21 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","30021","TC-REG-005 - invalid email without domain shows validation error","Mobile Chrome","Thu Dec 11 19:03:08 UTC 2025","broken","Thu Dec 11 19:03:38 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","2390","TC-REG-006 - password too short shows validation error","firefox","Thu Dec 11 18:38:47 UTC 2025","passed","Thu Dec 11 18:38:49 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","3354","TC-REG-012 - using an existing email shows validation error","Mobile Safari","Thu Dec 11 19:16:31 UTC 2025","passed","Thu Dec 11 19:16:34 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1344","TC-LOG-005 - login with empty fields shows validation errors","webkit","Thu Dec 11 18:40:23 UTC 2025","passed","Thu Dec 11 18:40:24 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1337","TC-LOG-006 - login with invalid email format shows validation error","firefox","Thu Dec 11 18:38:06 UTC 2025","passed","Thu Dec 11 18:38:07 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","30021","TC-REG-009 - password missing lowercase shows validation error","Mobile Chrome","Thu Dec 11 19:09:18 UTC 2025","broken","Thu Dec 11 19:09:49 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","5291","TC-LOG-008 - verify Sign in with Google button is present","Mobile Chrome","Thu Dec 11 18:52:40 UTC 2025","failed","Thu Dec 11 18:52:45 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","30022","TC-REG-011 - password missing special character shows validation error","Mobile Chrome","Thu Dec 11 19:12:24 UTC 2025","broken","Thu Dec 11 19:12:54 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","30020","TC-REG-006 - password too short shows validation error","Mobile Chrome","Thu Dec 11 19:04:41 UTC 2025","broken","Thu Dec 11 19:05:11 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1552","TC-API-001: User Registration - POST /users/register","Mobile Chrome","Thu Dec 11 18:41:17 UTC 2025","passed","Thu Dec 11 18:41:19 UTC 2025","API Tests","api.spec.ts","",""
"","30020","TC-LOG-003 - login with invalid password shows error","Mobile Chrome","Thu Dec 11 18:45:35 UTC 2025","broken","Thu Dec 11 18:46:05 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","949","TC-LOG-010 - navigate to Registration page","chromium","Thu Dec 11 18:36:04 UTC 2025","passed","Thu Dec 11 18:36:05 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1363","TC-API-004: Shopping Cart Flow - POST /carts and POST /carts/{id}","webkit","Thu Dec 11 18:39:07 UTC 2025","passed","Thu Dec 11 18:39:08 UTC 2025","API Tests","api.spec.ts","",""
"","1027","TC-LOG-005 - login with empty fields shows validation errors","Mobile Safari","Thu Dec 11 19:15:41 UTC 2025","passed","Thu Dec 11 19:15:42 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1294","TC-LOG-008 - verify Sign in with Google button is present","firefox","Thu Dec 11 18:38:09 UTC 2025","passed","Thu Dec 11 18:38:10 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","7144","TC-REG-005 - invalid email without domain shows validation error","firefox","Thu Dec 11 18:38:38 UTC 2025","failed","Thu Dec 11 18:38:45 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","477","Scenario B: Filter products by price range","Mobile Safari","Thu Dec 11 19:14:30 UTC 2025","passed","Thu Dec 11 19:14:30 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","1004","TC-REG-002 - empty submission shows validation errors","chromium","Thu Dec 11 18:36:08 UTC 2025","passed","Thu Dec 11 18:36:09 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","8234","TC-LOG-002 - login with email case insensitivity","chromium","Thu Dec 11 18:35:43 UTC 2025","failed","Thu Dec 11 18:35:52 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1389","TC-REG-002 - empty submission shows validation errors","firefox","Thu Dec 11 18:38:16 UTC 2025","passed","Thu Dec 11 18:38:18 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","6683","TC-REG-005 - invalid email without domain shows validation error","webkit","Thu Dec 11 18:40:53 UTC 2025","failed","Thu Dec 11 18:41:00 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1245","TC-API-002: User Login - POST /users/login","Mobile Safari","Thu Dec 11 19:14:28 UTC 2025","passed","Thu Dec 11 19:14:29 UTC 2025","API Tests","api.spec.ts","",""
"","1234","TC-API-002: User Login - POST /users/login","chromium","Thu Dec 11 18:34:48 UTC 2025","passed","Thu Dec 11 18:34:49 UTC 2025","API Tests","api.spec.ts","",""
"","6816","TC-REG-005 - invalid email without domain shows validation error","chromium","Thu Dec 11 18:36:25 UTC 2025","failed","Thu Dec 11 18:36:32 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","3248","TC-REG-001 - successful registration with all valid data","webkit","Thu Dec 11 18:40:31 UTC 2025","passed","Thu Dec 11 18:40:34 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1040","TC-REG-008 - password missing uppercase shows validation error","chromium","Thu Dec 11 18:36:37 UTC 2025","passed","Thu Dec 11 18:36:38 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","446","Scenario A: Sort products by price descending","chromium","Thu Dec 11 18:34:49 UTC 2025","passed","Thu Dec 11 18:34:50 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","818","TC-REG-011 - password missing special character shows validation error","chromium","Thu Dec 11 18:36:41 UTC 2025","passed","Thu Dec 11 18:36:41 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","931","TC-LOG-008 - verify Sign in with Google button is present","chromium","Thu Dec 11 18:36:02 UTC 2025","passed","Thu Dec 11 18:36:03 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1401","TC-API-004: Shopping Cart Flow - POST /carts and POST /carts/{id}","Mobile Safari","Thu Dec 11 19:14:30 UTC 2025","passed","Thu Dec 11 19:14:32 UTC 2025","API Tests","api.spec.ts","",""
"","1702","TC-REG-003 - missing email shows validation error","firefox","Thu Dec 11 18:38:18 UTC 2025","passed","Thu Dec 11 18:38:19 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1389","TC-LOG-006 - login with invalid email format shows validation error","webkit","Thu Dec 11 18:40:24 UTC 2025","passed","Thu Dec 11 18:40:26 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","30024","TC-REG-007 - successful registration with minimum valid password length","Mobile Chrome","Thu Dec 11 19:06:13 UTC 2025","broken","Thu Dec 11 19:06:43 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1206","TC-API-002: User Login - POST /users/login","firefox","Thu Dec 11 18:36:45 UTC 2025","passed","Thu Dec 11 18:36:47 UTC 2025","API Tests","api.spec.ts","",""
"","30020","TC-LOG-002 - login with email case insensitivity","Mobile Chrome","Thu Dec 11 18:44:00 UTC 2025","broken","Thu Dec 11 18:44:30 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1288","TC-LOG-006 - login with invalid email format shows validation error","Mobile Safari","Thu Dec 11 19:15:42 UTC 2025","passed","Thu Dec 11 19:15:43 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","30021","TC-REG-010 - password missing number shows validation error","Mobile Chrome","Thu Dec 11 19:10:51 UTC 2025","broken","Thu Dec 11 19:11:21 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1574","TC-REG-011 - password missing special character shows validation error","firefox","Thu Dec 11 18:38:58 UTC 2025","passed","Thu Dec 11 18:38:59 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","3154","TC-LOG-003 - login with invalid password shows error","chromium","Thu Dec 11 18:35:53 UTC 2025","passed","Thu Dec 11 18:35:56 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","765","TC-API-001: User Registration - POST /users/register","chromium","Thu Dec 11 18:34:47 UTC 2025","passed","Thu Dec 11 18:34:48 UTC 2025","API Tests","api.spec.ts","",""
"","2730","TC-REG-001 - successful registration with all valid data","chromium","Thu Dec 11 18:36:05 UTC 2025","passed","Thu Dec 11 18:36:08 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","475","Scenario B: Filter products by price range","webkit","Thu Dec 11 18:39:07 UTC 2025","passed","Thu Dec 11 18:39:07 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","1557","TC-REG-008 - password missing uppercase shows validation error","webkit","Thu Dec 11 18:41:07 UTC 2025","passed","Thu Dec 11 18:41:09 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1121","TC-LOG-010 - navigate to Registration page","webkit","Thu Dec 11 18:40:29 UTC 2025","passed","Thu Dec 11 18:40:30 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1190","TC-REG-003 - missing email shows validation error","Mobile Safari","Thu Dec 11 19:15:53 UTC 2025","passed","Thu Dec 11 19:15:54 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","8509","TC-LOG-001 - successful login with valid credentials","webkit","Thu Dec 11 18:39:35 UTC 2025","failed","Thu Dec 11 18:39:43 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1316","TC-LOG-009 - navigate to Forgot Password page","Mobile Safari","Thu Dec 11 19:15:45 UTC 2025","passed","Thu Dec 11 19:15:47 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1393","TC-LOG-007 - toggle password visibility with eye icon","webkit","Thu Dec 11 18:40:26 UTC 2025","passed","Thu Dec 11 18:40:27 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1311","TC-REG-009 - password missing lowercase shows validation error","firefox","Thu Dec 11 18:38:55 UTC 2025","passed","Thu Dec 11 18:38:56 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","3453","TC-REG-012 - using an existing email shows validation error","webkit","Thu Dec 11 18:41:13 UTC 2025","passed","Thu Dec 11 18:41:16 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","30023","TC-REG-001 - successful registration with all valid data","Mobile Chrome","Thu Dec 11 18:56:58 UTC 2025","broken","Thu Dec 11 18:57:28 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1084","TC-LOG-007 - toggle password visibility with eye icon","Mobile Safari","Thu Dec 11 19:15:43 UTC 2025","passed","Thu Dec 11 19:15:44 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","3231","TC-LOG-004 - login with non-registered email shows error","webkit","Thu Dec 11 18:40:20 UTC 2025","passed","Thu Dec 11 18:40:23 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1371","TC-API-004: Shopping Cart Flow - POST /carts and POST /carts/{id}","Mobile Chrome","Thu Dec 11 18:41:21 UTC 2025","passed","Thu Dec 11 18:41:22 UTC 2025","API Tests","api.spec.ts","",""
"","1513","TC-REG-008 - password missing uppercase shows validation error","Mobile Safari","Thu Dec 11 19:16:25 UTC 2025","passed","Thu Dec 11 19:16:26 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","433","Scenario A: Sort products by price descending","firefox","Thu Dec 11 18:36:47 UTC 2025","passed","Thu Dec 11 18:36:47 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","459","Scenario B: Filter products by price range","Mobile Chrome","Thu Dec 11 18:41:20 UTC 2025","passed","Thu Dec 11 18:41:21 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","506","Scenario A: Sort products by price descending","Mobile Safari","Thu Dec 11 19:14:29 UTC 2025","passed","Thu Dec 11 19:14:30 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","3231","TC-LOG-003 - login with invalid password shows error","Mobile Safari","Thu Dec 11 19:15:34 UTC 2025","passed","Thu Dec 11 19:15:37 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","30022","TC-REG-004 - invalid email without ""@"" shows validation error","Mobile Chrome","Thu Dec 11 19:01:35 UTC 2025","broken","Thu Dec 11 19:02:06 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","3441","TC-REG-007 - successful registration with minimum valid password length","Mobile Safari","Thu Dec 11 19:16:21 UTC 2025","passed","Thu Dec 11 19:16:25 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1418","TC-API-004: Shopping Cart Flow - POST /carts and POST /carts/{id}","chromium","Thu Dec 11 18:34:50 UTC 2025","passed","Thu Dec 11 18:34:51 UTC 2025","API Tests","api.spec.ts","",""
"","1048","TC-LOG-006 - login with invalid email format shows validation error","chromium","Thu Dec 11 18:36:01 UTC 2025","passed","Thu Dec 11 18:36:02 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1335","TC-REG-002 - empty submission shows validation errors","Mobile Safari","Thu Dec 11 19:15:51 UTC 2025","passed","Thu Dec 11 19:15:53 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1479","TC-LOG-009 - navigate to Forgot Password page","firefox","Thu Dec 11 18:38:10 UTC 2025","passed","Thu Dec 11 18:38:12 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","693","TC-API-001: User Registration - POST /users/register","firefox","Thu Dec 11 18:36:45 UTC 2025","passed","Thu Dec 11 18:36:45 UTC 2025","API Tests","api.spec.ts","",""
"","1326","TC-API-004: Shopping Cart Flow - POST /carts and POST /carts/{id}","firefox","Thu Dec 11 18:36:48 UTC 2025","passed","Thu Dec 11 18:36:49 UTC 2025","API Tests","api.spec.ts","",""
"","831","TC-REG-003 - missing email shows validation error","chromium","Thu Dec 11 18:36:09 UTC 2025","passed","Thu Dec 11 18:36:10 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","8427","TC-LOG-002 - login with email case insensitivity","Mobile Safari","Thu Dec 11 19:15:24 UTC 2025","failed","Thu Dec 11 19:15:32 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
