"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1067","TC-LOG-009 - navigate to Forgot Password page","webkit","Sun Nov 23 16:30:37 UTC 2025","passed","Sun Nov 23 16:30:38 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","711","TC-API-001: User Registration - POST /users/register","webkit","Sun Nov 23 16:29:17 UTC 2025","passed","Sun Nov 23 16:29:17 UTC 2025","API Tests","api.spec.ts","",""
"","6702","TC-REG-005 - invalid email without domain shows validation error","webkit","Sun Nov 23 16:31:03 UTC 2025","failed","Sun Nov 23 16:31:09 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","9176","TC-LOG-001 - successful login with valid credentials","webkit","Sun Nov 23 16:29:47 UTC 2025","failed","Sun Nov 23 16:29:56 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","832","TC-LOG-008 - verify Sign in with Google button is present","chromium","Sun Nov 23 16:26:32 UTC 2025","passed","Sun Nov 23 16:26:33 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1072","TC-LOG-010 - navigate to Registration page","Mobile Safari","Sun Nov 23 16:50:37 UTC 2025","passed","Sun Nov 23 16:50:38 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1033","TC-REG-010 - password missing number shows validation error","chromium","Sun Nov 23 16:27:06 UTC 2025","passed","Sun Nov 23 16:27:07 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1092","TC-LOG-008 - verify Sign in with Google button is present","firefox","Sun Nov 23 16:28:28 UTC 2025","passed","Sun Nov 23 16:28:29 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","30026","TC-LOG-006 - login with invalid email format shows validation error","Mobile Chrome","Sun Nov 23 16:40:14 UTC 2025","broken","Sun Nov 23 16:40:44 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","3545","TC-REG-007 - successful registration with minimum valid password length","webkit","Sun Nov 23 16:31:12 UTC 2025","passed","Sun Nov 23 16:31:16 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","8664","TC-LOG-002 - login with email case insensitivity","firefox","Sun Nov 23 16:28:08 UTC 2025","failed","Sun Nov 23 16:28:16 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","3583","TC-LOG-003 - login with invalid password shows error","firefox","Sun Nov 23 16:28:18 UTC 2025","passed","Sun Nov 23 16:28:21 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","2956","TC-LOG-004 - login with non-registered email shows error","firefox","Sun Nov 23 16:28:22 UTC 2025","passed","Sun Nov 23 16:28:25 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","480","Scenario A: Sort products by price descending","webkit","Sun Nov 23 16:29:19 UTC 2025","passed","Sun Nov 23 16:29:19 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","1311","TC-REG-006 - password too short shows validation error","chromium","Sun Nov 23 16:27:00 UTC 2025","passed","Sun Nov 23 16:27:01 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","955","TC-LOG-008 - verify Sign in with Google button is present","webkit","Sun Nov 23 16:30:36 UTC 2025","passed","Sun Nov 23 16:30:37 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1959","TC-REG-006 - password too short shows validation error","firefox","Sun Nov 23 16:29:02 UTC 2025","passed","Sun Nov 23 16:29:04 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","840","TC-LOG-009 - navigate to Forgot Password page","firefox","Sun Nov 23 16:28:29 UTC 2025","passed","Sun Nov 23 16:28:30 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","5243","TC-REG-011 - password missing special character shows validation error","Mobile Chrome","Sun Nov 23 16:48:57 UTC 2025","failed","Sun Nov 23 16:49:02 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1027","TC-LOG-009 - navigate to Forgot Password page","Mobile Safari","Sun Nov 23 16:50:36 UTC 2025","passed","Sun Nov 23 16:50:37 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","958","TC-LOG-007 - toggle password visibility with eye icon","chromium","Sun Nov 23 16:26:31 UTC 2025","passed","Sun Nov 23 16:26:32 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","500","Scenario A: Sort products by price descending","Mobile Chrome","Sun Nov 23 16:31:28 UTC 2025","passed","Sun Nov 23 16:31:29 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","519","Scenario B: Filter products by price range","Mobile Safari","Sun Nov 23 16:49:24 UTC 2025","passed","Sun Nov 23 16:49:25 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","30024","TC-LOG-003 - login with invalid password shows error","Mobile Chrome","Sun Nov 23 16:35:37 UTC 2025","broken","Sun Nov 23 16:36:07 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","7050","TC-REG-005 - invalid email without domain shows validation error","firefox","Sun Nov 23 16:28:53 UTC 2025","failed","Sun Nov 23 16:29:00 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","30022","TC-LOG-009 - navigate to Forgot Password page","Mobile Chrome","Sun Nov 23 16:43:37 UTC 2025","broken","Sun Nov 23 16:44:07 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","30022","TC-LOG-002 - login with email case insensitivity","Mobile Chrome","Sun Nov 23 16:34:05 UTC 2025","broken","Sun Nov 23 16:34:35 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","8564","TC-LOG-002 - login with email case insensitivity","chromium","Sun Nov 23 16:26:12 UTC 2025","failed","Sun Nov 23 16:26:21 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1261","TC-API-002: User Login - POST /users/login","firefox","Sun Nov 23 16:27:12 UTC 2025","passed","Sun Nov 23 16:27:13 UTC 2025","API Tests","api.spec.ts","",""
"","3263","TC-REG-007 - successful registration with minimum valid password length","firefox","Sun Nov 23 16:29:04 UTC 2025","passed","Sun Nov 23 16:29:08 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1527","TC-REG-008 - password missing uppercase shows validation error","Mobile Safari","Sun Nov 23 16:51:14 UTC 2025","passed","Sun Nov 23 16:51:16 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1137","TC-LOG-006 - login with invalid email format shows validation error","firefox","Sun Nov 23 16:28:26 UTC 2025","passed","Sun Nov 23 16:28:27 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","3319","TC-REG-012 - using an existing email shows validation error","firefox","Sun Nov 23 16:29:12 UTC 2025","passed","Sun Nov 23 16:29:15 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1271","TC-REG-003 - missing email shows validation error","Mobile Safari","Sun Nov 23 16:50:43 UTC 2025","passed","Sun Nov 23 16:50:44 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","489","Scenario A: Sort products by price descending","Mobile Safari","Sun Nov 23 16:49:24 UTC 2025","passed","Sun Nov 23 16:49:24 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","1566","TC-REG-009 - password missing lowercase shows validation error","webkit","Sun Nov 23 16:31:17 UTC 2025","passed","Sun Nov 23 16:31:19 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","30023","TC-LOG-007 - toggle password visibility with eye icon","Mobile Chrome","Sun Nov 23 16:41:47 UTC 2025","broken","Sun Nov 23 16:42:17 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","2907","TC-LOG-004 - login with non-registered email shows error","Mobile Safari","Sun Nov 23 16:50:28 UTC 2025","passed","Sun Nov 23 16:50:31 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","6663","TC-REG-005 - invalid email without domain shows validation error","Mobile Safari","Sun Nov 23 16:51:01 UTC 2025","failed","Sun Nov 23 16:51:08 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","5176","TC-REG-012 - using an existing email shows validation error","Mobile Chrome","Sun Nov 23 16:49:15 UTC 2025","failed","Sun Nov 23 16:49:21 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1244","TC-LOG-007 - toggle password visibility with eye icon","firefox","Sun Nov 23 16:28:27 UTC 2025","passed","Sun Nov 23 16:28:28 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","3527","TC-REG-007 - successful registration with minimum valid password length","Mobile Safari","Sun Nov 23 16:51:11 UTC 2025","passed","Sun Nov 23 16:51:14 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","5212","TC-REG-005 - invalid email without domain shows validation error","Mobile Chrome","Sun Nov 23 16:47:06 UTC 2025","failed","Sun Nov 23 16:47:12 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","873","TC-API-001: User Registration - POST /users/register","chromium","Sun Nov 23 16:25:23 UTC 2025","passed","Sun Nov 23 16:25:24 UTC 2025","API Tests","api.spec.ts","",""
"","3136","TC-REG-001 - successful registration with all valid data","webkit","Sun Nov 23 16:30:40 UTC 2025","passed","Sun Nov 23 16:30:43 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1703","TC-REG-003 - missing email shows validation error","webkit","Sun Nov 23 16:30:44 UTC 2025","passed","Sun Nov 23 16:30:46 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","504","Scenario B: Filter products by price range","webkit","Sun Nov 23 16:29:19 UTC 2025","passed","Sun Nov 23 16:29:20 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","1517","TC-API-004: Shopping Cart Flow - POST /carts and POST /carts/{id}","chromium","Sun Nov 23 16:25:26 UTC 2025","passed","Sun Nov 23 16:25:28 UTC 2025","API Tests","api.spec.ts","",""
"","456","Scenario A: Sort products by price descending","firefox","Sun Nov 23 16:27:13 UTC 2025","passed","Sun Nov 23 16:27:14 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","1786","TC-LOG-006 - login with invalid email format shows validation error","webkit","Sun Nov 23 16:30:33 UTC 2025","passed","Sun Nov 23 16:30:35 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1377","TC-LOG-010 - navigate to Registration page","webkit","Sun Nov 23 16:30:38 UTC 2025","passed","Sun Nov 23 16:30:40 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","6347","TC-REG-005 - invalid email without domain shows validation error","chromium","Sun Nov 23 16:26:53 UTC 2025","failed","Sun Nov 23 16:26:59 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1504","TC-API-004: Shopping Cart Flow - POST /carts and POST /carts/{id}","Mobile Safari","Sun Nov 23 16:49:25 UTC 2025","passed","Sun Nov 23 16:49:26 UTC 2025","API Tests","api.spec.ts","",""
"","5228","TC-REG-002 - empty submission shows validation errors","Mobile Chrome","Sun Nov 23 16:46:11 UTC 2025","failed","Sun Nov 23 16:46:16 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","531","Scenario B: Filter products by price range","Mobile Chrome","Sun Nov 23 16:31:29 UTC 2025","passed","Sun Nov 23 16:31:30 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","727","TC-API-001: User Registration - POST /users/register","Mobile Chrome","Sun Nov 23 16:31:26 UTC 2025","passed","Sun Nov 23 16:31:27 UTC 2025","API Tests","api.spec.ts","",""
"","1278","TC-API-002: User Login - POST /users/login","Mobile Safari","Sun Nov 23 16:49:22 UTC 2025","passed","Sun Nov 23 16:49:24 UTC 2025","API Tests","api.spec.ts","",""
"","2554","TC-REG-012 - using an existing email shows validation error","chromium","Sun Nov 23 16:27:08 UTC 2025","passed","Sun Nov 23 16:27:11 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","30025","TC-LOG-001 - successful login with valid credentials","Mobile Chrome","Sun Nov 23 16:32:33 UTC 2025","broken","Sun Nov 23 16:33:03 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1012","TC-REG-010 - password missing number shows validation error","firefox","Sun Nov 23 16:29:10 UTC 2025","passed","Sun Nov 23 16:29:11 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","5223","TC-REG-001 - successful registration with all valid data","Mobile Chrome","Sun Nov 23 16:45:52 UTC 2025","failed","Sun Nov 23 16:45:58 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","654","TC-REG-002 - empty submission shows validation errors","chromium","Sun Nov 23 16:26:37 UTC 2025","passed","Sun Nov 23 16:26:37 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","30020","TC-LOG-010 - navigate to Registration page","Mobile Chrome","Sun Nov 23 16:45:09 UTC 2025","broken","Sun Nov 23 16:45:39 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","3277","TC-LOG-003 - login with invalid password shows error","Mobile Safari","Sun Nov 23 16:50:25 UTC 2025","passed","Sun Nov 23 16:50:28 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","5247","TC-REG-006 - password too short shows validation error","Mobile Chrome","Sun Nov 23 16:47:25 UTC 2025","failed","Sun Nov 23 16:47:30 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1479","TC-API-004: Shopping Cart Flow - POST /carts and POST /carts/{id}","webkit","Sun Nov 23 16:29:20 UTC 2025","passed","Sun Nov 23 16:29:21 UTC 2025","API Tests","api.spec.ts","",""
"","1611","TC-REG-006 - password too short shows validation error","Mobile Safari","Sun Nov 23 16:51:09 UTC 2025","passed","Sun Nov 23 16:51:11 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1536","TC-REG-010 - password missing number shows validation error","Mobile Safari","Sun Nov 23 16:51:17 UTC 2025","passed","Sun Nov 23 16:51:19 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1438","TC-API-004: Shopping Cart Flow - POST /carts and POST /carts/{id}","firefox","Sun Nov 23 16:27:14 UTC 2025","passed","Sun Nov 23 16:27:16 UTC 2025","API Tests","api.spec.ts","",""
"","975","TC-REG-008 - password missing uppercase shows validation error","chromium","Sun Nov 23 16:27:04 UTC 2025","passed","Sun Nov 23 16:27:05 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","5263","TC-LOG-008 - verify Sign in with Google button is present","Mobile Chrome","Sun Nov 23 16:42:29 UTC 2025","failed","Sun Nov 23 16:42:35 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1664","TC-LOG-007 - toggle password visibility with eye icon","Mobile Safari","Sun Nov 23 16:50:33 UTC 2025","passed","Sun Nov 23 16:50:35 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","5226","TC-REG-004 - invalid email without ""@"" shows validation error","Mobile Chrome","Sun Nov 23 16:46:48 UTC 2025","failed","Sun Nov 23 16:46:53 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","3114","TC-REG-012 - using an existing email shows validation error","Mobile Safari","Sun Nov 23 16:51:21 UTC 2025","passed","Sun Nov 23 16:51:24 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","5246","TC-REG-010 - password missing number shows validation error","Mobile Chrome","Sun Nov 23 16:48:39 UTC 2025","failed","Sun Nov 23 16:48:44 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","754","TC-API-001: User Registration - POST /users/register","Mobile Safari","Sun Nov 23 16:49:21 UTC 2025","passed","Sun Nov 23 16:49:22 UTC 2025","API Tests","api.spec.ts","",""
"","834","TC-LOG-010 - navigate to Registration page","firefox","Sun Nov 23 16:28:30 UTC 2025","passed","Sun Nov 23 16:28:31 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","724","TC-REG-004 - invalid email without ""@"" shows validation error","chromium","Sun Nov 23 16:26:38 UTC 2025","passed","Sun Nov 23 16:26:39 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1281","TC-API-002: User Login - POST /users/login","chromium","Sun Nov 23 16:25:24 UTC 2025","passed","Sun Nov 23 16:25:25 UTC 2025","API Tests","api.spec.ts","",""
"","983","TC-REG-011 - password missing special character shows validation error","firefox","Sun Nov 23 16:29:11 UTC 2025","passed","Sun Nov 23 16:29:12 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1041","TC-REG-003 - missing email shows validation error","firefox","Sun Nov 23 16:28:35 UTC 2025","passed","Sun Nov 23 16:28:36 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1636","TC-REG-006 - password too short shows validation error","webkit","Sun Nov 23 16:31:10 UTC 2025","passed","Sun Nov 23 16:31:12 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","3524","TC-LOG-004 - login with non-registered email shows error","chromium","Sun Nov 23 16:26:25 UTC 2025","passed","Sun Nov 23 16:26:28 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","3234","TC-LOG-004 - login with non-registered email shows error","webkit","Sun Nov 23 16:30:29 UTC 2025","passed","Sun Nov 23 16:30:32 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","2591","TC-REG-001 - successful registration with all valid data","chromium","Sun Nov 23 16:26:34 UTC 2025","passed","Sun Nov 23 16:26:37 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","855","TC-REG-002 - empty submission shows validation errors","firefox","Sun Nov 23 16:28:34 UTC 2025","passed","Sun Nov 23 16:28:35 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1344","TC-LOG-006 - login with invalid email format shows validation error","chromium","Sun Nov 23 16:26:29 UTC 2025","passed","Sun Nov 23 16:26:31 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1021","TC-REG-008 - password missing uppercase shows validation error","firefox","Sun Nov 23 16:29:08 UTC 2025","passed","Sun Nov 23 16:29:09 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","566","TC-LOG-009 - navigate to Forgot Password page","chromium","Sun Nov 23 16:26:33 UTC 2025","passed","Sun Nov 23 16:26:33 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","2892","TC-REG-007 - successful registration with minimum valid password length","chromium","Sun Nov 23 16:27:01 UTC 2025","passed","Sun Nov 23 16:27:04 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","710","TC-REG-003 - missing email shows validation error","chromium","Sun Nov 23 16:26:37 UTC 2025","passed","Sun Nov 23 16:26:38 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","722","TC-API-001: User Registration - POST /users/register","firefox","Sun Nov 23 16:27:11 UTC 2025","passed","Sun Nov 23 16:27:12 UTC 2025","API Tests","api.spec.ts","",""
"","1006","TC-REG-004 - invalid email without ""@"" shows validation error","firefox","Sun Nov 23 16:28:36 UTC 2025","passed","Sun Nov 23 16:28:37 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","937","TC-REG-009 - password missing lowercase shows validation error","chromium","Sun Nov 23 16:27:05 UTC 2025","passed","Sun Nov 23 16:27:06 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1543","TC-REG-011 - password missing special character shows validation error","Mobile Safari","Sun Nov 23 16:51:19 UTC 2025","passed","Sun Nov 23 16:51:20 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1044","TC-REG-002 - empty submission shows validation errors","Mobile Safari","Sun Nov 23 16:50:42 UTC 2025","passed","Sun Nov 23 16:50:43 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1562","TC-REG-008 - password missing uppercase shows validation error","webkit","Sun Nov 23 16:31:16 UTC 2025","passed","Sun Nov 23 16:31:17 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","3251","TC-LOG-003 - login with invalid password shows error","webkit","Sun Nov 23 16:30:25 UTC 2025","passed","Sun Nov 23 16:30:29 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","609","TC-LOG-010 - navigate to Registration page","chromium","Sun Nov 23 16:26:33 UTC 2025","passed","Sun Nov 23 16:26:34 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1219","TC-API-002: User Login - POST /users/login","webkit","Sun Nov 23 16:29:17 UTC 2025","passed","Sun Nov 23 16:29:19 UTC 2025","API Tests","api.spec.ts","",""
"","7766","TC-LOG-001 - successful login with valid credentials","chromium","Sun Nov 23 16:25:47 UTC 2025","failed","Sun Nov 23 16:25:54 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1223","TC-API-002: User Login - POST /users/login","Mobile Chrome","Sun Nov 23 16:31:27 UTC 2025","passed","Sun Nov 23 16:31:28 UTC 2025","API Tests","api.spec.ts","",""
"","787","TC-LOG-005 - login with empty fields shows validation errors","firefox","Sun Nov 23 16:28:25 UTC 2025","passed","Sun Nov 23 16:28:25 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","2805","TC-LOG-003 - login with invalid password shows error","chromium","Sun Nov 23 16:26:22 UTC 2025","passed","Sun Nov 23 16:26:24 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1487","TC-API-004: Shopping Cart Flow - POST /carts and POST /carts/{id}","Mobile Chrome","Sun Nov 23 16:31:30 UTC 2025","passed","Sun Nov 23 16:31:31 UTC 2025","API Tests","api.spec.ts","",""
"","5235","TC-REG-008 - password missing uppercase shows validation error","Mobile Chrome","Sun Nov 23 16:48:02 UTC 2025","failed","Sun Nov 23 16:48:07 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1113","TC-LOG-007 - toggle password visibility with eye icon","webkit","Sun Nov 23 16:30:35 UTC 2025","passed","Sun Nov 23 16:30:36 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1182","TC-LOG-008 - verify Sign in with Google button is present","Mobile Safari","Sun Nov 23 16:50:35 UTC 2025","passed","Sun Nov 23 16:50:36 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
