"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5872","TC-REG-005 - invalid email without domain shows validation error","chromium","Thu Dec 11 14:32:02 UTC 2025","failed","Thu Dec 11 14:32:08 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1639","TC-REG-001 - successful registration with all valid data","chromium","Thu Dec 11 14:31:45 UTC 2025","passed","Thu Dec 11 14:31:46 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1894","TC-REG-007 - successful registration with minimum valid password length","chromium","Thu Dec 11 14:32:10 UTC 2025","passed","Thu Dec 11 14:32:12 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","868","TC-LOG-008 - verify Sign in with Google button is present","webkit","Thu Dec 11 14:35:37 UTC 2025","passed","Thu Dec 11 14:35:38 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","7516","TC-LOG-001 - successful login with valid credentials","firefox","Thu Dec 11 14:32:41 UTC 2025","failed","Thu Dec 11 14:32:48 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","595","TC-API-001: User Registration - POST /users/register","Mobile Safari","Thu Dec 11 15:09:33 UTC 2025","passed","Thu Dec 11 15:09:33 UTC 2025","API Tests","api.spec.ts","",""
"","289","Scenario A: Sort products by price descending","Mobile Chrome","Thu Dec 11 14:36:24 UTC 2025","passed","Thu Dec 11 14:36:25 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","1105","TC-REG-010 - password missing number shows validation error","firefox","Thu Dec 11 14:34:08 UTC 2025","passed","Thu Dec 11 14:34:09 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1168","TC-LOG-006 - login with invalid email format shows validation error","Mobile Safari","Thu Dec 11 15:10:38 UTC 2025","passed","Thu Dec 11 15:10:39 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","2095","TC-LOG-004 - login with non-registered email shows error","webkit","Thu Dec 11 14:35:31 UTC 2025","passed","Thu Dec 11 14:35:33 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","918","TC-API-004: Shopping Cart Flow - POST /carts and POST /carts/{id}","webkit","Thu Dec 11 14:34:15 UTC 2025","passed","Thu Dec 11 14:34:16 UTC 2025","API Tests","api.spec.ts","",""
"","1669","TC-LOG-004 - login with non-registered email shows error","chromium","Thu Dec 11 14:31:39 UTC 2025","passed","Thu Dec 11 14:31:41 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","2365","TC-REG-007 - successful registration with minimum valid password length","Mobile Safari","Thu Dec 11 15:11:14 UTC 2025","passed","Thu Dec 11 15:11:17 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","2077","TC-LOG-003 - login with invalid password shows error","webkit","Thu Dec 11 14:35:28 UTC 2025","passed","Thu Dec 11 14:35:30 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","661","TC-REG-003 - missing email shows validation error","chromium","Thu Dec 11 14:31:47 UTC 2025","passed","Thu Dec 11 14:31:48 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","481","TC-LOG-008 - verify Sign in with Google button is present","chromium","Thu Dec 11 14:31:43 UTC 2025","passed","Thu Dec 11 14:31:43 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","30027","TC-REG-002 - empty submission shows validation errors","Mobile Chrome","Thu Dec 11 14:53:34 UTC 2025","broken","Thu Dec 11 14:54:04 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","972","TC-LOG-007 - toggle password visibility with eye icon","firefox","Thu Dec 11 14:33:27 UTC 2025","passed","Thu Dec 11 14:33:28 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","30018","TC-LOG-004 - login with non-registered email shows error","Mobile Chrome","Thu Dec 11 14:42:13 UTC 2025","broken","Thu Dec 11 14:42:43 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","951","TC-API-004: Shopping Cart Flow - POST /carts and POST /carts/{id}","firefox","Thu Dec 11 14:32:20 UTC 2025","passed","Thu Dec 11 14:32:21 UTC 2025","API Tests","api.spec.ts","",""
"","30018","TC-LOG-010 - navigate to Registration page","Mobile Chrome","Thu Dec 11 14:50:27 UTC 2025","broken","Thu Dec 11 14:50:57 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","561","TC-API-001: User Registration - POST /users/register","firefox","Thu Dec 11 14:32:18 UTC 2025","passed","Thu Dec 11 14:32:18 UTC 2025","API Tests","api.spec.ts","",""
"","1415","TC-REG-009 - password missing lowercase shows validation error","webkit","Thu Dec 11 14:36:16 UTC 2025","passed","Thu Dec 11 14:36:17 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","842","TC-API-002: User Login - POST /users/login","firefox","Thu Dec 11 14:32:18 UTC 2025","passed","Thu Dec 11 14:32:19 UTC 2025","API Tests","api.spec.ts","",""
"","621","TC-REG-004 - invalid email without ""@"" shows validation error","chromium","Thu Dec 11 14:31:48 UTC 2025","passed","Thu Dec 11 14:31:48 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1418","TC-REG-004 - invalid email without ""@"" shows validation error","webkit","Thu Dec 11 14:35:46 UTC 2025","passed","Thu Dec 11 14:35:47 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","327","Scenario A: Sort products by price descending","firefox","Thu Dec 11 14:32:19 UTC 2025","passed","Thu Dec 11 14:32:19 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","883","TC-API-004: Shopping Cart Flow - POST /carts and POST /carts/{id}","Mobile Chrome","Thu Dec 11 14:36:25 UTC 2025","passed","Thu Dec 11 14:36:26 UTC 2025","API Tests","api.spec.ts","",""
"","1164","TC-LOG-009 - navigate to Forgot Password page","Mobile Safari","Thu Dec 11 15:10:41 UTC 2025","passed","Thu Dec 11 15:10:42 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1195","TC-LOG-010 - navigate to Registration page","Mobile Safari","Thu Dec 11 15:10:42 UTC 2025","passed","Thu Dec 11 15:10:43 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1211","TC-REG-011 - password missing special character shows validation error","Mobile Safari","Thu Dec 11 15:11:21 UTC 2025","passed","Thu Dec 11 15:11:22 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1074","TC-REG-003 - missing email shows validation error","firefox","Thu Dec 11 14:33:34 UTC 2025","passed","Thu Dec 11 14:33:35 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","30024","TC-REG-006 - password too short shows validation error","Mobile Chrome","Thu Dec 11 14:59:45 UTC 2025","broken","Thu Dec 11 15:00:15 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","30025","TC-REG-012 - using an existing email shows validation error","Mobile Chrome","Thu Dec 11 15:09:02 UTC 2025","broken","Thu Dec 11 15:09:32 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","30019","TC-LOG-001 - successful login with valid credentials","Mobile Chrome","Thu Dec 11 14:37:29 UTC 2025","broken","Thu Dec 11 14:37:59 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","314","Scenario A: Sort products by price descending","chromium","Thu Dec 11 14:30:42 UTC 2025","passed","Thu Dec 11 14:30:42 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","1137","TC-REG-008 - password missing uppercase shows validation error","firefox","Thu Dec 11 14:34:05 UTC 2025","passed","Thu Dec 11 14:34:07 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","605","TC-LOG-007 - toggle password visibility with eye icon","chromium","Thu Dec 11 14:31:42 UTC 2025","passed","Thu Dec 11 14:31:43 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","6545","TC-REG-005 - invalid email without domain shows validation error","webkit","Thu Dec 11 14:36:03 UTC 2025","failed","Thu Dec 11 14:36:09 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1053","TC-API-002: User Login - POST /users/login","Mobile Safari","Thu Dec 11 15:09:33 UTC 2025","passed","Thu Dec 11 15:09:34 UTC 2025","API Tests","api.spec.ts","",""
"","987","TC-API-004: Shopping Cart Flow - POST /carts and POST /carts/{id}","chromium","Thu Dec 11 14:30:42 UTC 2025","passed","Thu Dec 11 14:30:43 UTC 2025","API Tests","api.spec.ts","",""
"","1248","TC-LOG-010 - navigate to Registration page","webkit","Thu Dec 11 14:35:39 UTC 2025","passed","Thu Dec 11 14:35:40 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","30020","TC-LOG-005 - login with empty fields shows validation errors","Mobile Chrome","Thu Dec 11 14:43:47 UTC 2025","broken","Thu Dec 11 14:44:17 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1010","TC-REG-002 - empty submission shows validation errors","firefox","Thu Dec 11 14:33:33 UTC 2025","passed","Thu Dec 11 14:33:34 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","297","Scenario B: Filter products by price range","Mobile Chrome","Thu Dec 11 14:36:25 UTC 2025","passed","Thu Dec 11 14:36:25 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","30019","TC-LOG-009 - navigate to Forgot Password page","Mobile Chrome","Thu Dec 11 14:48:53 UTC 2025","broken","Thu Dec 11 14:49:23 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","942","TC-REG-009 - password missing lowercase shows validation error","firefox","Thu Dec 11 14:34:07 UTC 2025","passed","Thu Dec 11 14:34:08 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1237","TC-REG-010 - password missing number shows validation error","webkit","Thu Dec 11 14:36:17 UTC 2025","passed","Thu Dec 11 14:36:18 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1360","TC-REG-004 - invalid email without ""@"" shows validation error","Mobile Safari","Thu Dec 11 15:10:48 UTC 2025","passed","Thu Dec 11 15:10:49 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","808","TC-REG-009 - password missing lowercase shows validation error","chromium","Thu Dec 11 14:32:13 UTC 2025","passed","Thu Dec 11 14:32:14 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1136","TC-REG-004 - invalid email without ""@"" shows validation error","firefox","Thu Dec 11 14:33:35 UTC 2025","passed","Thu Dec 11 14:33:36 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","541","TC-API-001: User Registration - POST /users/register","webkit","Thu Dec 11 14:34:13 UTC 2025","passed","Thu Dec 11 14:34:14 UTC 2025","API Tests","api.spec.ts","",""
"","6473","TC-REG-005 - invalid email without domain shows validation error","Mobile Safari","Thu Dec 11 15:11:05 UTC 2025","failed","Thu Dec 11 15:11:11 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","314","Scenario B: Filter products by price range","chromium","Thu Dec 11 14:30:42 UTC 2025","passed","Thu Dec 11 14:30:42 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","1414","TC-REG-011 - password missing special character shows validation error","webkit","Thu Dec 11 14:36:18 UTC 2025","passed","Thu Dec 11 14:36:20 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","5242","TC-LOG-008 - verify Sign in with Google button is present","Mobile Chrome","Thu Dec 11 14:47:43 UTC 2025","failed","Thu Dec 11 14:47:48 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","698","TC-LOG-006 - login with invalid email format shows validation error","chromium","Thu Dec 11 14:31:41 UTC 2025","passed","Thu Dec 11 14:31:42 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1203","TC-LOG-006 - login with invalid email format shows validation error","webkit","Thu Dec 11 14:35:35 UTC 2025","passed","Thu Dec 11 14:35:36 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","784","TC-REG-008 - password missing uppercase shows validation error","chromium","Thu Dec 11 14:32:12 UTC 2025","passed","Thu Dec 11 14:32:13 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","2374","TC-REG-001 - successful registration with all valid data","Mobile Safari","Thu Dec 11 15:10:43 UTC 2025","passed","Thu Dec 11 15:10:46 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1163","TC-LOG-009 - navigate to Forgot Password page","webkit","Thu Dec 11 14:35:38 UTC 2025","passed","Thu Dec 11 14:35:39 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","503","TC-API-001: User Registration - POST /users/register","Mobile Chrome","Thu Dec 11 14:36:23 UTC 2025","passed","Thu Dec 11 14:36:23 UTC 2025","API Tests","api.spec.ts","",""
"","1148","TC-LOG-005 - login with empty fields shows validation errors","Mobile Safari","Thu Dec 11 15:10:36 UTC 2025","passed","Thu Dec 11 15:10:37 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","2569","TC-LOG-003 - login with invalid password shows error","firefox","Thu Dec 11 14:33:20 UTC 2025","passed","Thu Dec 11 14:33:23 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","2241","TC-REG-012 - using an existing email shows validation error","Mobile Safari","Thu Dec 11 15:11:22 UTC 2025","passed","Thu Dec 11 15:11:24 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","848","TC-LOG-005 - login with empty fields shows validation errors","chromium","Thu Dec 11 14:31:41 UTC 2025","passed","Thu Dec 11 14:31:41 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","837","TC-LOG-008 - verify Sign in with Google button is present","Mobile Safari","Thu Dec 11 15:10:40 UTC 2025","passed","Thu Dec 11 15:10:41 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","304","Scenario B: Filter products by price range","firefox","Thu Dec 11 14:32:19 UTC 2025","passed","Thu Dec 11 14:32:20 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","2087","TC-LOG-003 - login with invalid password shows error","Mobile Safari","Thu Dec 11 15:10:32 UTC 2025","passed","Thu Dec 11 15:10:34 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1778","TC-LOG-003 - login with invalid password shows error","chromium","Thu Dec 11 14:31:37 UTC 2025","passed","Thu Dec 11 14:31:38 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","2242","TC-REG-006 - password too short shows validation error","Mobile Safari","Thu Dec 11 15:11:12 UTC 2025","passed","Thu Dec 11 15:11:14 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","30021","TC-REG-008 - password missing uppercase shows validation error","Mobile Chrome","Thu Dec 11 15:02:50 UTC 2025","broken","Thu Dec 11 15:03:20 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","729","TC-LOG-005 - login with empty fields shows validation errors","firefox","Thu Dec 11 14:33:25 UTC 2025","passed","Thu Dec 11 14:33:26 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","30041","TC-REG-003 - missing email shows validation error","Mobile Chrome","Thu Dec 11 14:55:06 UTC 2025","broken","Thu Dec 11 14:55:36 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1080","TC-REG-011 - password missing special character shows validation error","firefox","Thu Dec 11 14:34:09 UTC 2025","passed","Thu Dec 11 14:34:10 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","30025","TC-REG-007 - successful registration with minimum valid password length","Mobile Chrome","Thu Dec 11 15:01:18 UTC 2025","broken","Thu Dec 11 15:01:48 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1224","TC-REG-009 - password missing lowercase shows validation error","Mobile Safari","Thu Dec 11 15:11:18 UTC 2025","passed","Thu Dec 11 15:11:19 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","952","TC-REG-010 - password missing number shows validation error","chromium","Thu Dec 11 14:32:14 UTC 2025","passed","Thu Dec 11 14:32:15 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","977","TC-LOG-006 - login with invalid email format shows validation error","firefox","Thu Dec 11 14:33:26 UTC 2025","passed","Thu Dec 11 14:33:27 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","885","TC-API-002: User Login - POST /users/login","Mobile Chrome","Thu Dec 11 14:36:23 UTC 2025","passed","Thu Dec 11 14:36:24 UTC 2025","API Tests","api.spec.ts","",""
"","1419","TC-REG-010 - password missing number shows validation error","Mobile Safari","Thu Dec 11 15:11:19 UTC 2025","passed","Thu Dec 11 15:11:21 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","6877","TC-LOG-002 - login with email case insensitivity","chromium","Thu Dec 11 14:31:28 UTC 2025","failed","Thu Dec 11 14:31:35 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","30018","TC-LOG-006 - login with invalid email format shows validation error","Mobile Chrome","Thu Dec 11 14:45:22 UTC 2025","broken","Thu Dec 11 14:45:52 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","518","TC-LOG-009 - navigate to Forgot Password page","chromium","Thu Dec 11 14:31:43 UTC 2025","passed","Thu Dec 11 14:31:44 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1816","TC-LOG-004 - login with non-registered email shows error","firefox","Thu Dec 11 14:33:24 UTC 2025","passed","Thu Dec 11 14:33:25 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","2121","TC-REG-007 - successful registration with minimum valid password length","firefox","Thu Dec 11 14:34:03 UTC 2025","passed","Thu Dec 11 14:34:05 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","6747","TC-LOG-001 - successful login with valid credentials","chromium","Thu Dec 11 14:31:03 UTC 2025","failed","Thu Dec 11 14:31:10 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","8121","TC-LOG-002 - login with email case insensitivity","Mobile Safari","Thu Dec 11 15:10:22 UTC 2025","failed","Thu Dec 11 15:10:30 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","30019","TC-LOG-007 - toggle password visibility with eye icon","Mobile Chrome","Thu Dec 11 14:46:56 UTC 2025","broken","Thu Dec 11 14:47:26 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","2461","TC-REG-001 - successful registration with all valid data","webkit","Thu Dec 11 14:35:40 UTC 2025","passed","Thu Dec 11 14:35:43 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1284","TC-LOG-007 - toggle password visibility with eye icon","webkit","Thu Dec 11 14:35:36 UTC 2025","passed","Thu Dec 11 14:35:37 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","30024","TC-REG-011 - password missing special character shows validation error","Mobile Chrome","Thu Dec 11 15:07:29 UTC 2025","broken","Thu Dec 11 15:07:59 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","748","TC-REG-011 - password missing special character shows validation error","chromium","Thu Dec 11 14:32:15 UTC 2025","passed","Thu Dec 11 14:32:15 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","748","TC-LOG-010 - navigate to Registration page","chromium","Thu Dec 11 14:31:44 UTC 2025","passed","Thu Dec 11 14:31:45 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1202","TC-LOG-005 - login with empty fields shows validation errors","webkit","Thu Dec 11 14:35:33 UTC 2025","passed","Thu Dec 11 14:35:35 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","7994","TC-LOG-001 - successful login with valid credentials","Mobile Safari","Thu Dec 11 15:09:54 UTC 2025","failed","Thu Dec 11 15:10:02 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","1492","TC-REG-006 - password too short shows validation error","webkit","Thu Dec 11 14:36:10 UTC 2025","passed","Thu Dec 11 14:36:12 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","30021","TC-REG-001 - successful registration with all valid data","Mobile Chrome","Thu Dec 11 14:52:01 UTC 2025","broken","Thu Dec 11 14:52:31 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","561","TC-REG-002 - empty submission shows validation errors","chromium","Thu Dec 11 14:31:46 UTC 2025","passed","Thu Dec 11 14:31:47 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1187","TC-REG-003 - missing email shows validation error","Mobile Safari","Thu Dec 11 15:10:47 UTC 2025","passed","Thu Dec 11 15:10:48 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1414","TC-REG-008 - password missing uppercase shows validation error","webkit","Thu Dec 11 14:36:14 UTC 2025","passed","Thu Dec 11 14:36:16 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1180","TC-LOG-007 - toggle password visibility with eye icon","Mobile Safari","Thu Dec 11 15:10:39 UTC 2025","passed","Thu Dec 11 15:10:40 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","283","Scenario A: Sort products by price descending","webkit","Thu Dec 11 14:34:15 UTC 2025","passed","Thu Dec 11 14:34:15 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","30022","TC-REG-010 - password missing number shows validation error","Mobile Chrome","Thu Dec 11 15:05:56 UTC 2025","broken","Thu Dec 11 15:06:26 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","2439","TC-REG-007 - successful registration with minimum valid password length","webkit","Thu Dec 11 14:36:12 UTC 2025","passed","Thu Dec 11 14:36:14 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","30020","TC-REG-009 - password missing lowercase shows validation error","Mobile Chrome","Thu Dec 11 15:04:23 UTC 2025","broken","Thu Dec 11 15:04:53 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","1771","TC-REG-006 - password too short shows validation error","firefox","Thu Dec 11 14:34:01 UTC 2025","passed","Thu Dec 11 14:34:03 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","653","TC-API-001: User Registration - POST /users/register","chromium","Thu Dec 11 14:30:40 UTC 2025","passed","Thu Dec 11 14:30:41 UTC 2025","API Tests","api.spec.ts","",""
"","1993","TC-LOG-004 - login with non-registered email shows error","Mobile Safari","Thu Dec 11 15:10:34 UTC 2025","passed","Thu Dec 11 15:10:36 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
"","362","Scenario B: Filter products by price range","Mobile Safari","Thu Dec 11 15:09:35 UTC 2025","passed","Thu Dec 11 15:09:35 UTC 2025","API Tests > TC-API-003: Product Search & Filtering - GET /products","api.spec.ts","",""
"","1326","TC-REG-002 - empty submission shows validation errors","webkit","Thu Dec 11 14:35:43 UTC 2025","passed","Thu Dec 11 14:35:44 UTC 2025","Registration - based on RegistrationTestCases.md","registration.spec.ts","",""
"","8547","TC-LOG-002 - login with email case insensitivity","webkit","Thu Dec 11 14:35:18 UTC 2025","failed","Thu Dec 11 14:35:27 UTC 2025","Login Page - based on LoginTestCases.md","login.spec.ts","",""
